FECHA,DEPARTAMENTO,MUNICIPIO,DÍA,ZONA,CLASE DE SITIO,CÓDIGO DANE,CLASE DE ARMA,PERMISO,CANTIDAD
01/01/2019 12:00:00 AM,ANTIOQUIA,ABEJORRAL,Martes,RURAL,FINCAS Y SIMILARES,"5,002,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,ANTIOQUIA,EL SANTUARIO,Martes,URBANA,VIAS PUBLICAS,"5,697,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,ANTIOQUIA,LA ESTRELLA,Martes,URBANA,VIAS PUBLICAS,"5,380,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Martes,URBANA,VIAS PUBLICAS,"5,001,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,ANTIOQUIA,SEGOVIA,Martes,URBANA,VIAS PUBLICAS,"5,736,000",PISTOLA,SIN PERMISO,1
01/01/2019 12:00:00 AM,ANTIOQUIA,SONSON,Martes,RURAL,FINCAS Y SIMILARES,"5,756,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,ANTIOQUIA,TARSO,Martes,RURAL,VIAS PUBLICAS,"5,792,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),Martes,URBANA,VIAS PUBLICAS,"8,001,000",PISTOLA,SIN PERMISO,1
01/01/2019 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),Martes,URBANA,VIAS PUBLICAS,"8,001,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),Martes,URBANA,VIAS PUBLICAS,"8,001,000",ESCOPETA,SIN PERMISO,1
01/01/2019 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),Martes,URBANA,VIAS PUBLICAS,"8,001,000",PISTOLA,SIN PERMISO,1
01/01/2019 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),Martes,URBANA,VIAS PUBLICAS,"8,001,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),Martes,URBANA,VIAS PUBLICAS,"8,001,000",PISTOLA,SIN PERMISO,1
01/01/2019 12:00:00 AM,ATLÁNTICO,SABANALARGA,Martes,URBANA,VIAS PUBLICAS,"8,638,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,ATLÁNTICO,SOLEDAD,Martes,URBANA,VIAS PUBLICAS,"8,758,000",PISTOLA,SIN PERMISO,1
01/01/2019 12:00:00 AM,BOLÍVAR,CARTAGENA (CT),Martes,URBANA,VIAS PUBLICAS,"13,001,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,BOLÍVAR,CARTAGENA (CT),Martes,URBANA,VIAS PUBLICAS,"13,001,000",PISTOLA,SIN PERMISO,1
01/01/2019 12:00:00 AM,BOLÍVAR,CARTAGENA (CT),Martes,URBANA,VIAS PUBLICAS,"13,001,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,BOLÍVAR,EL GUAMO,Martes,URBANA,VIAS PUBLICAS,"13,248,000",ESCOPETA,SIN PERMISO,1
01/01/2019 12:00:00 AM,BOLÍVAR,SANTA ROSA DEL SUR,Martes,URBANA,VIAS PUBLICAS,"13,688,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,BOYACÁ,CHITA,Martes,URBANA,VIAS PUBLICAS,"15,183,000",ESCOPETA,SIN PERMISO,1
01/01/2019 12:00:00 AM,CALDAS,CHINCHINÁ,Martes,URBANA,VIAS PUBLICAS,"17,174,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,CALDAS,RIOSUCIO,Martes,RURAL,MINA,"17,614,000",PISTOLA,SIN PERMISO,1
01/01/2019 12:00:00 AM,CESAR,AGUACHICA,Martes,URBANA,VIAS PUBLICAS,"20,011,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,CESAR,SAN ALBERTO,Martes,URBANA,VIAS PUBLICAS,"20,710,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,CESAR,VALLEDUPAR (CT),Martes,URBANA,VIAS PUBLICAS,"20,001,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,CHOCÓ,BAHÍA SOLANO,Martes,URBANA,VIAS PUBLICAS,"27,075,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,CHOCÓ,TADÓ,Martes,URBANA,VIAS PUBLICAS,"27,787,000",ESCOPETA,SIN PERMISO,1
01/01/2019 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,URBANA,VIAS PUBLICAS,"11,001,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,URBANA,VIAS PUBLICAS,"11,001,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,CUNDINAMARCA,CAPARRAPÍ,Martes,RURAL,FINCAS Y SIMILARES,"25,148,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,CUNDINAMARCA,CHÍA,Martes,RURAL,POTREROS,"25,175,000",PISTOLA,SIN PERMISO,1
01/01/2019 12:00:00 AM,CUNDINAMARCA,CHÍA,Martes,RURAL,POTREROS,"25,175,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,CUNDINAMARCA,SOACHA,Martes,URBANA,VIAS PUBLICAS,"25,754,000",ESCOPETA,SIN PERMISO,1
01/01/2019 12:00:00 AM,CUNDINAMARCA,SOACHA,Martes,URBANA,ESTABLECIMIENTO DE COMERCIO,"25,754,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,Martes,URBANA,EDIFICIO,"25,843,000",ESCOPETA,SIN PERMISO,1
01/01/2019 12:00:00 AM,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,Martes,URBANA,EDIFICIO,"25,843,000",REVOLVER,SIN PERMISO,2
01/01/2019 12:00:00 AM,GUAJIRA,MAICAO,Martes,URBANA,VIAS PUBLICAS,"44,430,000",PISTOLA,SIN PERMISO,1
01/01/2019 12:00:00 AM,HUILA,GIGANTE,Martes,URBANA,VIAS PUBLICAS,"41,306,000",REVOLVER,CON PERMISO,1
01/01/2019 12:00:00 AM,HUILA,PALESTINA,Martes,RURAL,FINCAS Y SIMILARES,"41,530,000",FUSIL / RIFLE,SIN PERMISO,1
01/01/2019 12:00:00 AM,HUILA,PALESTINA,Martes,RURAL,FINCAS Y SIMILARES,"41,530,000",SUBAMETRALLADORA,SIN PERMISO,1
01/01/2019 12:00:00 AM,MAGDALENA,ZONA BANANERA,Martes,RURAL,VIAS PUBLICAS,"47,980,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,META,PUERTO LÓPEZ,Martes,RURAL,ESTABLECIMIENTO PUBLICO,"50,573,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,NARIÑO,LA UNIÓN,Martes,RURAL,VIAS PUBLICAS,"52,399,000",ESCOPETA,SIN PERMISO,1
01/01/2019 12:00:00 AM,NARIÑO,SAN ANDRES DE TUMACO,Martes,URBANA,VIAS PUBLICAS,"52,835,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,NARIÑO,SAN ANDRES DE TUMACO,Martes,URBANA,VIAS PUBLICAS,"52,835,000",PISTOLA,SIN PERMISO,1
01/01/2019 12:00:00 AM,NORTE DE SANTANDER,CÚCUTA (CT),Martes,URBANA,VIAS PUBLICAS,"54,001,000",PISTOLA,SIN PERMISO,1
01/01/2019 12:00:00 AM,PUTUMAYO,VALLE DEL GUAMUEZ,Martes,URBANA,VIAS PUBLICAS,"86,865,000",PISTOLA,SIN PERMISO,1
01/01/2019 12:00:00 AM,RISARALDA,BALBOA,Martes,URBANA,VIAS PUBLICAS,"66,075,000",ESCOPETA,SIN PERMISO,1
01/01/2019 12:00:00 AM,RISARALDA,DOSQUEBRADAS,Martes,URBANA,VIAS PUBLICAS,"66,170,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,RISARALDA,MARSELLA,Martes,URBANA,VIAS PUBLICAS,"66,440,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,RISARALDA,SANTA ROSA DE CABAL,Martes,URBANA,VIAS PUBLICAS,"66,682,000",ESCOPETA,SIN PERMISO,1
01/01/2019 12:00:00 AM,SANTANDER,BARRANCABERMEJA,Martes,RURAL,TRAMO DE VIA,"68,081,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,SANTANDER,BUCARAMANGA (CT),Martes,URBANA,VIAS PUBLICAS,"68,001,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,SANTANDER,LA BELLEZA,Martes,RURAL,FINCAS Y SIMILARES,"68,377,000",PISTOLA,SIN PERMISO,1
01/01/2019 12:00:00 AM,SANTANDER,LA BELLEZA,Martes,RURAL,FINCAS Y SIMILARES,"68,377,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,SUCRE,SAN LUIS DE SINCÉ,Martes,URBANA,VIAS PUBLICAS,"70,742,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,TOLIMA,FLANDES,Martes,URBANA,VIAS PUBLICAS,"73,275,000",REVOLVER,SIN PERMISO,2
01/01/2019 12:00:00 AM,TOLIMA,IBAGUÉ (CT),Martes,URBANA,VIAS PUBLICAS,"73,001,000",PISTOLA,SIN PERMISO,1
01/01/2019 12:00:00 AM,TOLIMA,IBAGUÉ (CT),Martes,RURAL,CASAS DE HABITACION,"73,001,000",ESCOPETA,SIN PERMISO,1
01/01/2019 12:00:00 AM,TOLIMA,IBAGUÉ (CT),Martes,URBANA,VIAS PUBLICAS,"73,001,000",ESCOPETA,SIN PERMISO,1
01/01/2019 12:00:00 AM,TOLIMA,IBAGUÉ (CT),Martes,URBANA,VIAS PUBLICAS,"73,001,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,VALLE,BUENAVENTURA,Martes,URBANA,VIAS PUBLICAS,"76,109,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,VALLE,CALI (CT),Martes,URBANA,VIAS PUBLICAS,"76,001,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,VALLE,CALIMA,Martes,URBANA,VIAS PUBLICAS,"76,126,000",PISTOLA,SIN PERMISO,1
01/01/2019 12:00:00 AM,VALLE,FLORIDA,Martes,URBANA,VIAS PUBLICAS,"76,275,000",REVOLVER,SIN PERMISO,1
01/01/2019 12:00:00 AM,VALLE,TULUÁ,Martes,URBANA,OTRO,"76,834,000",ESCOPETA,SIN PERMISO,1
02/01/2019 12:00:00 AM,ANTIOQUIA,ANDES,Miércoles,URBANA,VIAS PUBLICAS,"5,034,000",REVOLVER,SIN PERMISO,1
02/01/2019 12:00:00 AM,ANTIOQUIA,BARBOSA,Miércoles,URBANA,VIAS PUBLICAS,"5,079,000",REVOLVER,CON PERMISO,1
02/01/2019 12:00:00 AM,ANTIOQUIA,ITUANGO,Miércoles,URBANA,VIAS PUBLICAS,"5,361,000",REVOLVER,SIN PERMISO,1
02/01/2019 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Miércoles,URBANA,CASAS DE HABITACION,"5,001,000",PISTOLA,SIN PERMISO,1
02/01/2019 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),Miércoles,URBANA,VIAS PUBLICAS,"8,001,000",PISTOLA,SIN PERMISO,1
02/01/2019 12:00:00 AM,BOYACÁ,ARCABUCO,Miércoles,URBANA,VIAS PUBLICAS,"15,051,000",ESCOPETA,SIN PERMISO,1
02/01/2019 12:00:00 AM,BOYACÁ,ARCABUCO,Miércoles,URBANA,INSTALACIONES DE LA POLICIA,"15,051,000",ESCOPETA,SIN PERMISO,1
02/01/2019 12:00:00 AM,BOYACÁ,PAIPA,Miércoles,URBANA,VIAS PUBLICAS,"15,516,000",ESCOPETA,SIN PERMISO,1
02/01/2019 12:00:00 AM,BOYACÁ,TUNJA (CT),Miércoles,URBANA,VIAS PUBLICAS,"15,001,000",PISTOLA,CON PERMISO,1
02/01/2019 12:00:00 AM,BOYACÁ,TUTA,Miércoles,RURAL,VIAS PUBLICAS,"15,837,000",ESCOPETA,SIN PERMISO,1
02/01/2019 12:00:00 AM,CALDAS,MANIZALES (CT),Miércoles,URBANA,CASAS DE HABITACION,"17,001,000",REVOLVER,SIN PERMISO,1
02/01/2019 12:00:00 AM,CALDAS,MARULANDA,Miércoles,URBANA,INSTALACIONES DE LA POLICIA,"17,446,000",ESCOPETA,SIN PERMISO,1
02/01/2019 12:00:00 AM,CALDAS,SALAMINA,Miércoles,URBANA,INSTALACIONES DE LA POLICIA,"17,653,000",ESCOPETA,SIN PERMISO,1
02/01/2019 12:00:00 AM,CAUCA,POPAYÁN (CT),Miércoles,URBANA,VIAS PUBLICAS,"19,001,000",ESCOPETA DE FISTO,SIN PERMISO,1
02/01/2019 12:00:00 AM,CESAR,AGUACHICA,Miércoles,RURAL,TRAMO DE VIA,"20,011,000",PISTOLA,SIN PERMISO,1
02/01/2019 12:00:00 AM,CESAR,MANAURE,Miércoles,URBANA,VIAS PUBLICAS,"20,443,000",PISTOLA,SIN PERMISO,1
02/01/2019 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,URBANA,VIAS PUBLICAS,"11,001,000",REVOLVER,SIN PERMISO,1
02/01/2019 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,URBANA,PANADERIAS,"11,001,000",REVOLVER,SIN PERMISO,1
02/01/2019 12:00:00 AM,CUNDINAMARCA,CHÍA,Miércoles,URBANA,VIAS PUBLICAS,"25,175,000",REVOLVER,SIN PERMISO,1
02/01/2019 12:00:00 AM,CUNDINAMARCA,GUADUAS,Miércoles,RURAL,TRAMO DE VIA,"25,320,000",ESCOPETA,SIN PERMISO,1
02/01/2019 12:00:00 AM,GUAJIRA,RIOHACHA (CT),Miércoles,URBANA,CASAS DE HABITACION,"44,001,000",ESCOPETA,SIN PERMISO,1
02/01/2019 12:00:00 AM,GUAJIRA,RIOHACHA (CT),Miércoles,URBANA,CASAS DE HABITACION,"44,001,000",REVOLVER,SIN PERMISO,1
02/01/2019 12:00:00 AM,HUILA,PALESTINA,Miércoles,RURAL,FINCAS Y SIMILARES,"41,530,000",PISTOLA,SIN PERMISO,1
02/01/2019 12:00:00 AM,NORTE DE SANTANDER,CÚCUTA (CT),Miércoles,URBANA,VIAS PUBLICAS,"54,001,000",PISTOLA,SIN PERMISO,1
02/01/2019 12:00:00 AM,NORTE DE SANTANDER,SALAZAR,Miércoles,URBANA,VIAS PUBLICAS,"54,660,000",ESCOPETA DE FISTO,SIN PERMISO,1
02/01/2019 12:00:00 AM,QUINDÍO,ARMENIA (CT),Miércoles,URBANA,TRANSPORTE PÚBLICO,"63,001,000",REVOLVER,SIN PERMISO,1
02/01/2019 12:00:00 AM,RISARALDA,PEREIRA (CT),Miércoles,URBANA,VIAS PUBLICAS,"66,001,000",REVOLVER,SIN PERMISO,1
02/01/2019 12:00:00 AM,SANTANDER,CABRERA,Miércoles,RURAL,FINCAS Y SIMILARES,"68,121,000",REVOLVER,SIN PERMISO,1
02/01/2019 12:00:00 AM,TOLIMA,IBAGUÉ (CT),Miércoles,URBANA,VIAS PUBLICAS,"73,001,000",ESCOPETA,SIN PERMISO,1
02/01/2019 12:00:00 AM,VALLE,CALI (CT),Miércoles,URBANA,VIAS PUBLICAS,"76,001,000",PISTOLA,SIN PERMISO,1
02/01/2019 12:00:00 AM,VALLE,CALI (CT),Miércoles,URBANA,VIAS PUBLICAS,"76,001,000",PISTOLA,SIN PERMISO,1
02/01/2019 12:00:00 AM,VALLE,YUMBO,Miércoles,URBANA,VIAS PUBLICAS,"76,892,000",PISTOLA,SIN PERMISO,1
03/01/2019 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Jueves,URBANA,VIAS PUBLICAS,"5,001,000",CARABINA,SIN PERMISO,1
03/01/2019 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Jueves,URBANA,VIAS PUBLICAS,"5,001,000",REVOLVER,SIN PERMISO,1
03/01/2019 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),Jueves,URBANA,VIAS PUBLICAS,"8,001,000",ESCOPETA,SIN PERMISO,1
03/01/2019 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),Jueves,URBANA,VIAS PUBLICAS,"8,001,000",PISTOLA,SIN PERMISO,1
03/01/2019 12:00:00 AM,ATLÁNTICO,SABANALARGA,Jueves,URBANA,VIAS PUBLICAS,"8,638,000",PISTOLA,SIN PERMISO,1
03/01/2019 12:00:00 AM,ATLÁNTICO,SOLEDAD,Jueves,URBANA,VIAS PUBLICAS,"8,758,000",REVOLVER,SIN PERMISO,1
03/01/2019 12:00:00 AM,BOYACÁ,BERBEO,Jueves,RURAL,VIAS PUBLICAS,"15,090,000",ESCOPETA,SIN PERMISO,1
03/01/2019 12:00:00 AM,BOYACÁ,MARIPÍ,Jueves,URBANA,CASAS DE HABITACION,"15,442,000",ESCOPETA DE FISTO,SIN PERMISO,1
03/01/2019 12:00:00 AM,CESAR,VALLEDUPAR (CT),Jueves,URBANA,VIAS PUBLICAS,"20,001,000",REVOLVER,SIN PERMISO,1
03/01/2019 12:00:00 AM,CÓRDOBA,SAHAGÚN,Jueves,URBANA,VIAS PUBLICAS,"23,660,000",ESCOPETA,SIN PERMISO,1
03/01/2019 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,URBANA,VIAS PUBLICAS,"11,001,000",ESCOPETA,SIN PERMISO,1
03/01/2019 12:00:00 AM,CUNDINAMARCA,CHÍA,Jueves,URBANA,VIAS PUBLICAS,"25,175,000",ESCOPETA,SIN PERMISO,1
03/01/2019 12:00:00 AM,CUNDINAMARCA,GIRARDOT,Jueves,URBANA,VIAS PUBLICAS,"25,307,000",REVOLVER,SIN PERMISO,1
03/01/2019 12:00:00 AM,CUNDINAMARCA,ZIPAQUIRÁ,Jueves,URBANA,VIAS PUBLICAS,"25,899,000",ESCOPETA,SIN PERMISO,1
03/01/2019 12:00:00 AM,MAGDALENA,ZONA BANANERA,Jueves,RURAL,VIAS PUBLICAS,"47,980,000",REVOLVER,SIN PERMISO,1
03/01/2019 12:00:00 AM,NARIÑO,IPIALES,Jueves,URBANA,VIAS PUBLICAS,"52,356,000",REVOLVER,SIN PERMISO,1
03/01/2019 12:00:00 AM,NARIÑO,PASTO (CT),Jueves,URBANA,VIAS PUBLICAS,"52,001,000",PISTOLA,SIN PERMISO,1
03/01/2019 12:00:00 AM,NORTE DE SANTANDER,ABREGO,Jueves,URBANA,VIAS PUBLICAS,"54,003,000",ESCOPETA,SIN PERMISO,1
03/01/2019 12:00:00 AM,SANTANDER,BUCARAMANGA (CT),Jueves,URBANA,VIAS PUBLICAS,"68,001,000",ESCOPETA,SIN PERMISO,1
03/01/2019 12:00:00 AM,SANTANDER,BUCARAMANGA (CT),Jueves,URBANA,VIAS PUBLICAS,"68,001,000",REVOLVER,SIN PERMISO,1
03/01/2019 12:00:00 AM,SANTANDER,GIRÓN,Jueves,RURAL,CARRETERA,"68,307,000",REVOLVER,CON PERMISO,1
03/01/2019 12:00:00 AM,TOLIMA,IBAGUÉ (CT),Jueves,URBANA,VIAS PUBLICAS,"73,001,000",PISTOLA,CON PERMISO,1
03/01/2019 12:00:00 AM,VALLE,BUENAVENTURA,Jueves,RURAL,VIAS PUBLICAS,"76,109,000",REVOLVER,CON PERMISO,1
03/01/2019 12:00:00 AM,VALLE,CALI (CT),Jueves,URBANA,VIAS PUBLICAS,"76,001,000",REVOLVER,SIN PERMISO,1
03/01/2019 12:00:00 AM,VALLE,CALI (CT),Jueves,URBANA,VIAS PUBLICAS,"76,001,000",REVOLVER,SIN PERMISO,1
04/01/2019 12:00:00 AM,ANTIOQUIA,ENVIGADO,Viernes,URBANA,VIAS PUBLICAS,"5,266,000",REVOLVER,SIN PERMISO,1
04/01/2019 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Viernes,RURAL,VIAS PUBLICAS,"5,001,000",ESCOPETA,SIN PERMISO,1
04/01/2019 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Viernes,URBANA,LUGAR DE TRABAJO,"5,001,000",PISTOLA,SIN PERMISO,1
04/01/2019 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Viernes,URBANA,VIAS PUBLICAS,"5,001,000",REVOLVER,SIN PERMISO,1
04/01/2019 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Viernes,URBANA,VIAS PUBLICAS,"5,001,000",REVOLVER,SIN PERMISO,1
04/01/2019 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Viernes,URBANA,VIAS PUBLICAS,"5,001,000",REVOLVER,SIN PERMISO,1
04/01/2019 12:00:00 AM,ANTIOQUIA,SABANETA,Viernes,URBANA,VIAS PUBLICAS,"5,631,000",PISTOLA,SIN PERMISO,1
04/01/2019 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),Viernes,URBANA,VIAS PUBLICAS,"8,001,000",PISTOLA,SIN PERMISO,1
04/01/2019 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),Viernes,URBANA,VIAS PUBLICAS,"8,001,000",REVOLVER,SIN PERMISO,1
04/01/2019 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),Viernes,URBANA,VIAS PUBLICAS,"8,001,000",PISTOLA,SIN PERMISO,1
04/01/2019 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),Viernes,URBANA,VIAS PUBLICAS,"8,001,000",PISTOLA,SIN PERMISO,1
04/01/2019 12:00:00 AM,BOYACÁ,PACHAVITA,Viernes,URBANA,VIAS PUBLICAS,"15,511,000",REVOLVER,SIN PERMISO,1
04/01/2019 12:00:00 AM,BOYACÁ,VILLA DE LEYVA,Viernes,URBANA,VIAS PUBLICAS,"15,407,000",ESCOPETA DE FISTO,SIN PERMISO,1
04/01/2019 12:00:00 AM,CAQUETÁ,CARTAGENA DEL CHAIRÁ,Viernes,URBANA,VIAS PUBLICAS,"18,150,000",REVOLVER,CON PERMISO,1
04/01/2019 12:00:00 AM,CESAR,VALLEDUPAR (CT),Viernes,URBANA,VIAS PUBLICAS,"20,001,000",REVOLVER,SIN PERMISO,1
04/01/2019 12:00:00 AM,CUNDINAMARCA,PARATEBUENO,Viernes,RURAL,TRAMO DE VIA,"25,530,000",PISTOLA,CON PERMISO,1
04/01/2019 12:00:00 AM,GUAJIRA,BARRANCAS,Viernes,URBANA,CASAS DE HABITACION,"44,078,000",ESCOPETA,SIN PERMISO,1
04/01/2019 12:00:00 AM,GUAJIRA,BARRANCAS,Viernes,URBANA,CASAS DE HABITACION,"44,078,000",REVOLVER,SIN PERMISO,1
04/01/2019 12:00:00 AM,GUAJIRA,MAICAO,Viernes,RURAL,TRAMO DE VIA,"44,430,000",REVOLVER,SIN PERMISO,1
04/01/2019 12:00:00 AM,META,VILLAVICENCIO (CT),Viernes,URBANA,VIAS PUBLICAS,"50,001,000",REVOLVER,SIN PERMISO,1
04/01/2019 12:00:00 AM,META,VILLAVICENCIO (CT),Viernes,RURAL,TRAMO DE VIA,"50,001,000",PISTOLA,CON PERMISO,1
04/01/2019 12:00:00 AM,RISARALDA,DOSQUEBRADAS,Viernes,URBANA,VIAS PUBLICAS,"66,170,000",REVOLVER,SIN PERMISO,1
04/01/2019 12:00:00 AM,SUCRE,LOS PALMITOS,Viernes,URBANA,VIAS PUBLICAS,"70,418,000",ESCOPETA,SIN PERMISO,1
04/01/2019 12:00:00 AM,SUCRE,SANTIAGO DE TOLÚ,Viernes,URBANA,VIAS PUBLICAS,"70,820,000",REVOLVER,SIN PERMISO,1
04/01/2019 12:00:00 AM,SUCRE,SUCRE,Viernes,RURAL,VIAS PUBLICAS,"70,771,000",ESCOPETA,SIN PERMISO,1
04/01/2019 12:00:00 AM,VALLE,CALI (CT),Viernes,URBANA,VIAS PUBLICAS,"76,001,000",REVOLVER,CON PERMISO,1
04/01/2019 12:00:00 AM,VALLE,CALI (CT),Viernes,URBANA,VIAS PUBLICAS,"76,001,000",REVOLVER,SIN PERMISO,1
04/01/2019 12:00:00 AM,VALLE,CANDELARIA,Viernes,RURAL,VIAS PUBLICAS,"76,130,000",REVOLVER,SIN PERMISO,1
04/01/2019 12:00:00 AM,VALLE,GUADALAJARA DE BUGA,Viernes,URBANA,VIAS PUBLICAS,"76,111,000",PISTOLA,SIN PERMISO,1
04/01/2019 12:00:00 AM,VALLE,SAN PEDRO,Viernes,RURAL,CASAS DE HABITACION,"76,670,000",ESCOPETA,SIN PERMISO,2
04/01/2019 12:00:00 AM,VALLE,SAN PEDRO,Viernes,RURAL,CASAS DE HABITACION,"76,670,000",SUBAMETRALLADORA,SIN PERMISO,1
05/01/2019 12:00:00 AM,ANTIOQUIA,CAICEDO,Sábado,RURAL,FINCAS Y SIMILARES,"5,125,000",ESCOPETA,SIN PERMISO,1
05/01/2019 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Sábado,URBANA,VIAS PUBLICAS,"5,001,000",REVOLVER,SIN PERMISO,1
05/01/2019 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Sábado,URBANA,VIAS PUBLICAS,"5,001,000",REVOLVER,SIN PERMISO,1
05/01/2019 12:00:00 AM,ANTIOQUIA,MONTEBELLO,Sábado,RURAL,FINCAS Y SIMILARES,"5,467,000",ESCOPETA,SIN PERMISO,1
05/01/2019 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),Sábado,URBANA,VIAS PUBLICAS,"8,001,000",REVOLVER,SIN PERMISO,1
05/01/2019 12:00:00 AM,ATLÁNTICO,CAMPO DE LA CRUZ,Sábado,URBANA,VIAS PUBLICAS,"8,137,000",PISTOLA,SIN PERMISO,1
05/01/2019 12:00:00 AM,ATLÁNTICO,PUERTO COLOMBIA,Sábado,URBANA,VIAS PUBLICAS,"8,573,000",ESCOPETA,SIN PERMISO,1
05/01/2019 12:00:00 AM,BOLÍVAR,CARTAGENA (CT),Sábado,URBANA,VIAS PUBLICAS,"13,001,000",REVOLVER,SIN PERMISO,1
05/01/2019 12:00:00 AM,BOYACÁ,TIBANÁ,Sábado,RURAL,VIAS PUBLICAS,"15,804,000",REVOLVER,SIN PERMISO,1
05/01/2019 12:00:00 AM,CALDAS,MANIZALES (CT),Sábado,URBANA,TERMINAL DE TRANSPORTES,"17,001,000",REVOLVER,SIN PERMISO,1
05/01/2019 12:00:00 AM,CALDAS,MARMATO,Sábado,RURAL,VIAS PUBLICAS,"17,442,000",REVOLVER,SIN PERMISO,1
05/01/2019 12:00:00 AM,CAQUETÁ,FLORENCIA (CT),Sábado,URBANA,VIAS PUBLICAS,"18,001,000",ESCOPETA DE FISTO,SIN PERMISO,1
05/01/2019 12:00:00 AM,CAUCA,POPAYÁN (CT),Sábado,URBANA,VIAS PUBLICAS,"19,001,000",PISTOLA,SIN PERMISO,1
05/01/2019 12:00:00 AM,CAUCA,TIMBÍO,Sábado,RURAL,VIAS PUBLICAS,"19,807,000",REVOLVER,SIN PERMISO,1
05/01/2019 12:00:00 AM,CESAR,AGUACHICA,Sábado,RURAL,CARRETERA,"20,011,000",REVOLVER,SIN PERMISO,1
